,dailyperformance,dailyutilization
0,1.0,0.1763888888888889
1,1.0,0.6763888888888889
2,0.9452054794520548,1.1354166666666667
3,0.910958904109589,0.6166666666666667
4,0.8579545454545454,0.9145833333333333
5,0.7523364485981309,0.6236111111111111
6,0.9726027397260274,0.5694444444444444
7,1.0,0.25833333333333336
8,0.9795918367346939,0.8291666666666667
9,0.9246575342465754,1.0625
10,0.9383561643835616,0.60625
11,0.9090909090909091,1.0243055555555556
12,0.7850467289719626,0.6972222222222222
13,0.952054794520548,0.5090277777777777
14,1.0,0.20069444444444445
15,1.0,0.7722222222222223
16,0.8835616438356164,1.1854166666666666
17,0.9315068493150684,0.8215277777777777
18,0.8693181818181818,0.7159722222222222
19,0.8177570093457944,0.5958333333333333
20,0.9726027397260274,0.5611111111111111
21,1.0,0.22013888888888888
22,1.0,0.8083333333333333
23,0.9315068493150684,1.3347222222222221
24,0.9383561643835616,0.6444444444444445
25,0.8125,0.8006944444444445
26,0.8037383177570093,0.6256944444444444
27,0.8972602739726028,0.5805555555555556
28,1.0,0.18263888888888888
29,1.0,0.7868055555555555
30,1.0,1.1229166666666666
31,0.9918032786885246,0.7618055555555555
32,0.958904109589041,0.99375
33,0.9050279329608939,0.7090277777777778
34,0.9426229508196722,0.5
35,1.0,0.24861111111111112
36,1.0,0.9194444444444444
37,0.9754098360655737,0.8090277777777778
38,0.9590163934426229,1.3791666666666667
39,0.9383561643835616,0.6833333333333333
40,0.8491620111731844,0.7069444444444445
41,1.0,0.5145833333333333
42,1.0,0.21319444444444444
43,1.0,0.7493055555555556
44,1.0,1.0472222222222223
45,0.9836065573770492,0.9652777777777778
46,0.910958904109589,0.6958333333333333
47,0.770949720670391,0.9333333333333333
48,0.9836065573770492,0.6013888888888889
49,1.0,0.19930555555555557
50,1.0,0.7263888888888889
51,0.9590163934426229,1.2069444444444444
52,1.0,0.7583333333333333
53,0.952054794520548,0.8944444444444445
54,0.8491620111731844,0.7666666666666667
55,0.9344262295081968,0.51875
56,1.0,0.19583333333333333
57,1.0,0.9388888888888889
58,0.9246575342465754,1.304861111111111
59,0.910958904109589,0.7326388888888888
60,0.9147727272727273,0.7430555555555556
61,0.7429906542056075,0.6895833333333333
62,0.958904109589041,0.4951388888888889
63,1.0,0.21805555555555556
64,1.0,0.8534722222222222
65,0.9246575342465754,0.9388888888888889
66,0.9178082191780822,0.6125
67,0.9204545454545454,0.9951388888888889
68,0.7757009345794392,0.7215277777777778
69,0.9246575342465754,0.5048611111111111
70,1.0,0.2423611111111111
71,1.0,0.9993055555555556
72,0.952054794520548,1.1381944444444445
73,0.9041095890410958,0.5951388888888889
74,0.8125,0.8673611111111111
75,0.8084112149532711,0.6263888888888889
76,0.9452054794520548,0.5236111111111111
77,1.0,0.20625
78,1.0,0.9013888888888889
79,0.952054794520548,1.15625
80,0.910958904109589,0.7347222222222223
81,0.8125,0.6840277777777778
82,0.7523364485981309,0.6152777777777778
83,0.9452054794520548,0.5006944444444444
84,1.0,0.26805555555555555
85,1.0,1.0618055555555554
86,0.8304093567251462,1.0881944444444445
87,0.935672514619883,0.6097222222222223
88,0.7902439024390244,0.7173611111111111
89,0.608,0.6208333333333333
90,0.8830409356725146,0.60625
91,1.0,0.3458333333333333
92,0.9736842105263158,0.8770833333333333
93,0.9298245614035088,1.0708333333333333
94,0.8830409356725146,0.6569444444444444
95,0.8,0.61875
96,0.628,0.6513888888888889
97,0.9473684210526315,0.49027777777777776
98,1.0,0.24305555555555555
99,0.9736842105263158,0.8604166666666667
100,0.8830409356725146,1.1888888888888889
101,0.8771929824561403,0.6256944444444444
102,0.7902439024390244,0.7361111111111112
103,0.692,0.6284722222222222
104,0.8947368421052632,0.5083333333333333
105,1.0,0.26180555555555557
106,1.0,0.7909722222222222
107,0.8187134502923976,1.2145833333333333
108,0.9064327485380117,0.6451388888888889
109,0.8341463414634146,0.7090277777777778
110,0.672,0.59375
111,0.8421052631578947,0.5951388888888889
112,1.0,0.35833333333333334
113,0.9794520547945206,1.0993055555555555
114,0.7077625570776256,0.7125
115,0.8584474885844748,0.5291666666666667
116,0.6501901140684411,0.5868055555555556
117,0.6180124223602484,0.55625
118,0.771689497716895,0.51875
119,1.0,0.32430555555555557
120,0.958904109589041,1.1576388888888889
121,0.6986301369863014,0.63125
122,0.7214611872146118,0.6548611111111111
123,0.6463878326996197,0.6208333333333333
124,0.5962732919254659,0.6118055555555556
125,0.7214611872146118,0.4965277777777778
126,0.9863013698630136,0.3375
127,0.9315068493150684,1.09375
128,0.7808219178082192,0.6451388888888889
129,0.7168949771689498,0.6729166666666667
130,0.6730038022813688,0.6131944444444445
131,0.5527950310559007,0.6284722222222222
132,0.7123287671232876,0.49166666666666664
133,1.0,0.3402777777777778
134,0.9726027397260274,1.0104166666666667
135,0.7168949771689498,0.8229166666666666
136,0.680365296803653,0.6673611111111111
137,0.6692015209125475,0.6513888888888889
138,0.5403726708074534,0.6263888888888889
139,0.8082191780821918,0.6229166666666667
140,1.0,0.2125
141,1.0,0.80625
142,0.9794520547945206,1.0756944444444445
143,0.9452054794520548,0.6118055555555556
144,0.9034090909090909,0.8861111111111111
145,0.7616822429906542,0.6333333333333333
146,0.952054794520548,0.5569444444444445
147,1.0,0.22708333333333333
148,1.0,0.8069444444444445
149,0.9863013698630136,1.3625
150,0.958904109589041,0.6305555555555555
151,0.9204545454545454,0.8097222222222222
152,0.8084112149532711,0.6743055555555556
153,0.9383561643835616,0.48680555555555555
154,1.0,0.22291666666666668
155,1.0,0.8833333333333333
156,0.8904109589041096,1.0354166666666667
157,1.0,0.8743055555555556
158,0.8806818181818182,0.8048611111111111
159,0.7850467289719626,0.6986111111111111
160,0.9246575342465754,0.5597222222222222
161,1.0,0.20625
162,1.0,0.9708333333333333
163,0.9178082191780822,1.0972222222222223
164,0.958904109589041,0.6868055555555556
165,0.8693181818181818,0.7333333333333333
166,0.8130841121495327,0.69375
167,0.9452054794520548,0.5736111111111111
168,1.0,0.14930555555555555
169,1.0,0.6256944444444444
170,1.0,1.1131944444444444
171,1.0,0.775
172,1.0,0.6986111111111111
173,0.9790209790209791,0.9
174,1.0,0.4465277777777778
175,1.0,0.1527777777777778
176,1.0,0.7798611111111111
177,1.0,0.8361111111111111
178,1.0,0.7284722222222222
179,0.9658119658119658,1.7048611111111112
180,0.951048951048951,0.8159722222222222
181,1.0,0.4583333333333333
182,1.0,0.13541666666666666
183,1.0,0.5715277777777777
184,1.0,0.7131944444444445
185,0.9795918367346939,1.2361111111111112
186,1.0,0.7722222222222223
187,0.972027972027972,1.2069444444444444
188,0.9489795918367347,0.40625
189,1.0,0.16527777777777777
190,1.0,0.875
191,1.0,0.8055555555555556
192,1.0,0.6611111111111111
193,1.0,0.9395833333333333
194,0.9300699300699301,1.275
195,1.0,0.5125
196,1.0,0.31527777777777777
197,0.8333333333333334,1.2159722222222222
198,0.75,2.3020833333333335
199,0.7295081967213115,0.5402777777777777
200,0.589041095890411,0.6402777777777777
201,0.547486033519553,0.6215277777777778
202,0.7295081967213115,0.55
203,1.0,0.33055555555555555
204,0.9074074074074074,1.0
205,0.7254098360655737,0.7826388888888889
206,0.7336065573770492,0.5694444444444444
207,0.5993150684931506,0.6111111111111112
208,0.4888268156424581,0.6090277777777777
209,0.7540983606557377,0.5097222222222222
210,1.0,0.30277777777777776
211,0.9567901234567902,1.025
212,0.7131147540983607,0.7319444444444444
213,0.7090163934426229,0.6534722222222222
214,0.6164383561643836,0.6847222222222222
215,0.5391061452513967,0.49583333333333335
216,0.7172131147540983,0.5659722222222222
217,1.0,0.33541666666666664
218,0.9012345679012346,0.8590277777777777
219,0.6844262295081968,0.8576388888888888
220,0.6844262295081968,0.5375
221,0.5787671232876712,0.66875
222,0.5111731843575419,0.5756944444444444
223,0.7295081967213115,0.5326388888888889
224,1.0,0.31875
